eng_Latn,sentence_length,guj
"Likewise, two particularly evil human beings, Grehma and Bendva, are mentioned in Chapters 32.12, 32.13, and 32.14 and Chapters 49.1 and 49.2 respectively.",23,"Tena sarkhu, be particularly evil human beings, Grehma ane Bendva, mention karvama aave chhe Chapters 32.12, 32.13, ane 32.14 ane Chapters 49.1 ane 49.2 ma kramashah."
"Moreover, learned senior counsel submitted that it is technically impossible for BSNL to trace or block a call with a tampered (masked) CLI.",23,"Temaj, learned senior counsel submit kare chhe ke technically BSNL mate call trace athva block karvu tampered (masked) CLI saathe impossible chhe."
"Towards utilization of a radioisotope, first and foremost, it must be separated from HLLW in a radio-chemically pure form.",19,"Radioisotope no utilization karva mate, pehli vastu te HLLW thi radio-chemically pure form ma separate thavu joye."
FTII launched the first-ever Online Film Appreciation Course from 15th June to 11th July 2020.,15,FTII e 15th June thi 11th July 2020 sudhi pehli vaar Online Film Appreciation Course launch kari.
The sense coil is a differential current transformer that surrounds (but is not electrically connected to) the live and neutral conductors.,21,Sense coil ek differential current transformer chhe je live ane neutral conductors ne surround kare chhe (parantu electrically connected nathi).
"These calipers can be used to calculate the length, outside, and inside diameters.",13,"Aa calipers no upyog length, outside ane inside diameters calculate karva ma kari shakay chhe."
American geologist Grove Karl Gilbert first argued in 1885 that the barrier sediments came from longshore sources.,17,American geologist Grove Karl Gilbert e pehli vaar 1885 ma argue kariyu ke barrier sediments longshore sources thi ave chhe.
"Combining indicators for all these parameters, a qualitative grade was composed for the quality of facilities in each state.",19,"Aa badha parameters mate indicators ne combine kari, ek qualitative grade compose kari quality of facilities in each state ma."
But Mangal Pandey's brave deed was done through devotion to a high and noble principle.,15,But Mangal Pandey nu brave deed ek uncha ane noble principle ni devotion thi kariyu hatu.
"Fodder crops at very early stages of growth have high protein content and are usually easily digestible, but their yield (total volume or biomass) is low.",26,"Fodder crops ni growth na early stages ma protein content unchu hoy che ane easily digestible hoy che, pan teno yield (total volume ya biomass) ochu hoy che."
The judgement against Jean-Paul Akayesu established rape as a war crime.,11,Jean-Paul Akayesu virudh no judgement rape ne war crime tariqe establish karyu.
The Government of Andhra Pradesh honoured Kumar with the NTR National Award in 1997.,14,Andhra Pradesh ni Government Kumar ne 1997 ma NTR National Award thi sammanit karyu.
"NCDs include many environmental diseases covering a broad category of avoidable and unavoidable human health conditions caused by external factors, such as sunlight, nutrition, pollution, and lifestyle choices.",28,"NCDs ma ghana environmental diseases ave che je avoidable ane unavoidable human health conditions ne cover kare che, jeni wajah external factors che, jem ke sunlight, nutrition, pollution, ane lifestyle choices."
"There is nervousness in financial markets, with potential consequences for the real economy and financial stability.",16,"Financial markets ma nervousness che, je real economy ane financial stability par potential consequences laavi shake che."
"This plays a major role in the game, as most possessions end when a team misses a shot.",18,"Aa game ma major role vage che, kem ke vadhare possessions tem chalu rehne che jya sudhi team ek shot miss na kare."
They are yet to register an FIR.,7,Teo ajun FIR register karvano baki che.
"Ala al-Din Husayn launched a devastating raid in the Ghaznavid territory and sacked their capital, although he was defeated by the Seljuks, which briefly halted the rapid Ghurid expansion.",29,"Ala al-Din Husayn e Ghaznavid territory ma devastating raid launch kari ne temna capital ne sack karyu, jyaare ke te Seljuks dwara haryu, je thi thodi vaar maate Ghurid expansion ne rokay gayu."
"As you add the rice flour into the container, in between, you may also add small quantities of grated coconut.",20,"Container ma rice flour add karta waqt, vache-vache, thoda grated coconut ni matra pan add kari shake."
"This part of the Gita culminates in an overwhelming vision: Krishna allows Arjuna to see his supernal form, the Vishvarupa, which strikes terror into Arjuna's heart.",26,"Gita no aa bhag ek overwhelming vision ma purn thaye che: Krishna Arjuna ne temnu supernal form, Vishvarupa, jovani anumat aape che, je Arjuna na dil ma terror strike kare che."
"Vote transfers from the victorious candidate to a candidate who has been eliminated are impossible, and reference must be made to the next marked preference if any.",27,"Victorious candidate pase thi eliminate candidate ne vote transfers impossible che, ane bijo koi marked preference hoy to te ni reference levani jaroor che."
Today's Odissi has evolved from the endless sculptures in various motifs carved on the temple walls of Orissa.,18,Aaj nu Odissi Orissa na temple walls par various motifs ma carve karel endless sculptures maathi evolve thayu che.
"The name of the Imperial Cricket Conference was changed to International Cricket Conference (later, Council) to enable countries outside the commonwealth to become its members.",25,"Imperial Cricket Conference nu naam International Cricket Conference (baad ma, Council) ma badlavayelu ke commonwealth ni bahar na desho temna members bane."
"For these reasons, research in recent years has emphasised the use of image composites.",14,"Aa karano ne lidhe, recent years ma research e image composites no upyog emphasize karyo che."
A pedon is morphologically described in the field and sampled for laboratory investigations for their characterization and classification.,18,Ek pedon ne field ma morphologically describe kari ne laboratory investigations maate sampled kari temni characterization ane classification maate kayam rakhi che.
"Some bhajans are centuries old, popular on a pan-regional basis, and passed down as community traditions, while others are newly composed.",21,"Koi bhajans centuries old che, pan-regional basis par popular che, ane community traditions tariqe pass down thay che, jare anya nava compose thay che."
"These may include reduced feed or water intake, lethargy, watery or pale white mucoid discharge from the eyes, inflammation in the eyes, and abnormal stool (colour and form).",28,"Aa ma reduced feed ya water intake, lethargy, aankho ma thi watery ya pale white mucoid discharge, aankho ma inflammation, ane abnormal stool (rang ane form) include thai shake che."
"Do the dynamics of private capital accumulation inevitably lead to the concentration of wealth in fewer hands, or do the balancing forces of growth, competition, and technological progress reduce inequality?",30,"Shu private capital accumulation na dynamics wealth ne ochha haath ma concentrate karva inevitable che, ke growth, competition, ane technological progress na balancing forces inequality ne ochi kare che?"
"The credit requisition contains information on the desired products, details of possible vendors, delivery instructions, accounting details, contact information, etc.",20,"Credit requisition ma desired products ni mahiti, possible vendors na details, delivery instructions, accounting details, contact information, vagere hoy che."
The water balance is useful for predicting some of the human impacts on the hydrologic cycle.,16,Water balance hydrologic cycle par thavata kai human impacts ne predict karva maate useful che.
"The Grand Egyptian Museum is the long-awaited primary replacement for the venerable Egyptian Museum in Midan Tahrir, with much bigger exhibition, storage and workplace areas.",25,"Grand Egyptian Museum Midan Tahrir ma venerable Egyptian Museum ni long-awaited primary replacement che, je ma moti exhibition, storage ane workplace areas che."
The decision was hence left to the expert agencies of the Union of India.,14,Nirnay Union of India na expert agencies par chhodvama aavyo.
"Summer is exceedingly hot; temperatures in low-lying areas may exceed 50° C (122° F) during May, leading to heat waves that can each kill hundreds of Indians.",27,"Summer khubaj hot che; low-lying areas ma temperature May mahina ma 50° C (122° F) par kari shake che, je heat waves laave che je pratyek vakhat ma so thi vadhare Indians ne mari shake che."
"In fact, the caloric density, protein, carbohydrate and fat in breast milk are very important for the growth of the child.",21,"Vastav ma, breast milk ma caloric density, protein, carbohydrate ane fat bachu na growth maate khubaj important che."
"The state has a separate department for tourism, set up in 1969, but the Maharashtra State Tourism Development Corporation (MTDC), a government body to promote tourism was established in 1975.",30,"Rajya ma tourism maate ek alag department che, je 1969 ma set up thayel che, pan Maharashtra State Tourism Development Corporation (MTDC), ek government body to promote tourism, 1975 ma establish thayel che."
